word,start,end,sentence,true_label
DÖVLƏT,118,123,"fikir mübadiləsi aparılmışdır. Qonaqlar universitetin tədris şəraiti ilə də tanış olmuşlar. Articles tagged with: var-dövlət Qədim zamanlarda bir şah yaşayırdı. Onun yaxın bir dostu var idi. Həmin dostunun bir xasiyyəti var idi, hər nə olursa",0
DÖVLƏT,115,120,"batırır. Qərbi Avropada ən nəhəng təbii qaz yataqlarının Qroningendə kəşfindən sonra ölkəyə gözlənilmədən axan var-dövlət düzgün istiqamətlənmədiyi üçün sənaye, qeyri-qaz sektoru kəskin şəkildə zəifləyir. Qiymətlərin qalxması yerli",0
DÖVLƏT,110,115,"təkcə iqtisadiyyat deyil, həm də demokratiya aiddir. Çünki birdən-birə “göydən düşən”(və ya yerdən çıxan) var-dövlət bir əldən idarə olunur, şəffalığın qarşısını almaq, daha çox söz haqqına sahib olmaq üçün ölkədə həm də demokratiya",0
DÖVLƏT,125,130,"daha əmin olursan ki, Zərəngizin şeirlərinin əsas qəhrəmanı Anadır. O Ana ki, öz xalqı, milləti ilə fəxr edir. O Ana ki, var-dövlət aşiqi deyil, həmişə, hər işdə halallıq arzulayır, mənəvi təmizliyi, saflığı insan üçün ən böyük məziyyət sayır. A",0
DÖVLƏT,124,129,"kimi davranmağa çalışıram ki, mənim və onu həyatı eyni dəyərə malik olsun. Allaha and olsun ki, mən başqa bir şey, yəni var-dövlət istəsəydim o zaman söz söyləmək mənim üçün asan olardı və mən bunu daha yaxşı bacarardım, çünki mən (rəhbər olmam",0
DÖVLƏT,119,124,"olan hər kəs ticarət etməyə başladığı birinci pullarını da, ikinci və üçüncüsünü də mütləq itirir. Saysız-hesabsız var-dövlət əldə etmək üçün ticarət etmək barədə düşünməzdən əvvəl gərək özününkünü itirməməyi bacarasan. Bunun üçünsə plan",0
DÖVLƏT,115,120,"Qüdsə geri dönməkdə sərbəst olduqları barədə qərar çıxarır. Lakin yüz ilə yaxın müddət ərzində Babildə qalmış, var-dövlət və imtiyazlar əldə etmiş yəhudilərin əksəriyyəti Babildə qalmağa üstünlük verir. Minlərlə yəhudi Əhəməni",0
DÖVLƏT,117,122,"mayoru Sarkisyanın «…keçən əsrdən indiyədək ermənilərdən toplanan vəsait, ikincisi isə işğal zamanı qarət edilən var-dövlət hesabına» kimi fikirləri ilə təsdiq edir. Göründüyü kimi, ermənilər istər çar Rusiyası dövründə, istərsə də SSRİ",0
DÖVLƏT,117,122,". Birmalılar Cənub-Şərqi Asiya və Uzaq Şərq ölkələrində düyünü sahib, özlərini onun nökəri adlandırırlar. Düyünü var-dövlət rəmzi sayan Hindistan xalqlarından dravidlərin dilində ona «arisi» deyirlər. Hindistanla ticarət əlaqəsində olan",0
DÖVLƏT,120,125,"da odur ki, bu yolla varlananların çoxunun övladı əksər hallarda ərkəsöyün, pul dağıdan olur ki, nəticədə toplanmış var-dövlət bir müddətdən sonra xərclənib qurtarır... Amma əksinə, öz zəhməti, əlinin qabarı hesabına ailə saxlayanlar, övlad",0
DÖVLƏT,116,121,"düşəndən sonra deyəsən, bir balaca ağıllanıb anlamağa başladın ki, bütün bunların hamısı lazım imiş: ad-san da, var-dövlət də, ev-eşik də, lap elə övlad da... Nə bilim, bəlkə heç onda da anlamadın... Məncə, kafedra müdiri ilə aramızdakı",0
DÖVLƏT,114,119,"və yaşamaq uğrunda mübarizə aparırsan. Həyatın dibindəkilərin mübarizəsi böyük amallar, vəzifə, villa, maşın, var-dövlət deyil, bir tikə çörək üçündür. Həyatın üstündəkilər bunu duymazlar. Axı, yemək üçün yaşayanlar, yaşamaq üçün",0
DÖVLƏT,111,116,"diksindiyi, həm də kasıb bir adam deyildinmi? Sonra da Allah sənə (istədiklərini) vermədimi?Adam dedi: (Bu var-dövlət ) mənə ata-babalarımdan miras qalmışdır. Mələk dedi: Əgər yalan danışırsansa, Allah səni əvvəlki halına",0
GÜN,3,5,"bu gün artıq, demək olar ki, bu layihə hazırdır",1
GÜN,3,5,bu gün azərbaycanda biz bunu görürük,1
GÜN,18,25,bu dastanla bağlı günümüzə qədər çox araşdırmalar aparılıb və bu gün də aparılmaqdadır,1
GÜN,3,5,bu gün də həmin kitabədə nələrdən bəhs edilməsi və digər tapıntılar haqqında heç nə məlum deyil,1
GÜN,7,9,"mən bu gün xarici səfərə getmirəm, öz ölkəmizin ərazisi olan naxçıvana gedirəm",1
GÜN,67,69,"{rəfiqəyə) elə fikir eləmə ki, bu pauza qoca atan diqqətsizdir, bu gün səhərdən ac olduğunu da bilmir",1
GÜN,10,12,elə həmin gün saat 2-də 8 ġura üzvünün iģtirakı və m,1
GÜN,16,18,oğuz dilləri bu gün oğuz dil qrupu türk dillərinin bir qolu,1
GÜN,26,28,"az-ın məlumatına görə, bu gün iki matç keçirilib",1
GÜN,59,61,mirza fatali akhundov and kölgəsində qalan bu xatunlara bu gün mehriban ahmad bay agayev,1
GÜN,24,26,Atası pul qazanmaq üçün gün çıxandan gün batana kimi işləyir.,0
GÜN,88,90,"yağda həll olan vitaminlər a, e, acvit, öd turşuları  adsorbentləri (xolestiramin 0-6 q/gün, 3 dəfəyə; biliqnin 5-0 q-dan gündə 3 dəfə) verilir",1
GÜN,0,2,Gün batanda bizim eyvandan gözəl mənzərə çıxır.,0
GÜN,7,9,"sırağa gün gecə iyirmi yaşlı ortancıl qızın sancılanmışdı, az qalmışdı ölsün",1
GÜN,0,2,Gün adamın başına döyürdü.,0
GÜN,0,2,"Gün o qədər isti idi ki, o ancaq evdə oturdu.",0
GÜN,29,31,"ona görə ki, xalça sənəti bu gün bizim milli sənətimiz, milli sərvətimizdir",1
GÜN,14,16,azərbaycan bu gün dünya miqyasında öz nüfuzunu daha da artırır,1
GÜN,27,29,"ancaq eyni zamanda, mən bu gün burada səslənən çıxışları da bəyənirəm ki, əgər bütün bu tədbirlərimiz nəticə verməsə, yəni torpaqlarımız sülh yolu ilə azad olunmasa, şübhəsiz ki, biz öz torpaqlarımızı nəyin bahasına olursa-olsun azad edəcəyik",1
GÜN,27,31,Onun ən nifrət elədiyi şey günün altında gəzmək idi.,0
GÜN,111,113,"Toy mərasiminə iməcilik zamanı ev sahibinin ailəsi iməcilik iştirakçıları üçün yaxşı süfrə açar, dadlı bir-iki gün qalmış toy sahibi olan qadm kəndin ağbirçəklərini çörək bişirməyə ycməklər hazırlayardı",1
GÜN,55,57,"Ah, qoca əfəndim! Nə söyləyim, özünüz bir yax Bir neçə gün paltarını düzəldir idi",1
GÜN,13,15,"Kəlbəcərə bu gün bəyaz qar yağıb, Qüdrətlidir Azərbaycan ordusu, Murdarların ləkəsindən qurtarıb, O qalibdi, düşmənimiz məğlubdu",1
GÜN,55,57,abş-da pulsuz qalan eks-prezi̇dent elçibəy təxminən on gün vaşinqtonda qalmışdı,1
GÜN,36,38,"Minnətli yaxşılıq bir-iki taxta, Bu gün qiymətini göstərir mənə",1
GÜN,9,11,"Mənim bu gün buraya səfərim italyanlara Azərbaycanın necə bir ölkə olduğunu, bizim tərəfdaşlığımızın necə bir strateji tərəfdaşlıq olduğunu anlamağa kömək edəcəkdir",1
GÜN,7,9,"O, hər gün mənə deyir ki, ata, bir gün də qalaq, getməyək",1
GÜN,59,63,Ərik mürəbbəsi bişirmək üçün orta böyüklükdə Gül mürobbosi gündə 2-3 dəfə suyunu dəyişdirmək şərtilə 3 gün suda sax Böyürtkən mürəbbəsi də moruq və çiyələk mü əriklər (əsasən ağ ərik) yuyulur və çəyirdəyi çıxardılır,1
GÜN,62,64,"ki, Nizamini və onun çağdaşlarını onlann doğma xalqına qay Bu gün Mübariz Əlizadənin Nizami şəxsiyyəti və yara tarmağa müvəffəq olmuşuq",1
GÜN,3,5,"bu gün də bir çox türk bayrağında ayXəzərlərin də günəşin simvolunu daşıdıqları məlumdur [4, ulduz şəklində davam etməkdədir",1
GÜN,76,78,"O, gürcülərdən ibarət otuz nəfərlik  dəstə ilə beş yüz ləzginin hücumuna üç gün mərdliklə mü qa vimət göstərmişdi",1
GÜN,3,5,Bu gün o cür mə kəlidir və axırda adamı dəli eləyər,1
GÜN,90,92,"Xalqınızın bəxtindən və özümüzü Azərbaycanın dostları hesab edən bizim də bəxtimizdən, bu gün Siz prezident Heydər Əliyevin xəttinin layiqli davamçısısınız",1
GÜN,87,89,"Birincisi, prezident Klinton ilə mənim aramda yaranmış səmimi dostluq münasibətləri bu gün bir daha öz təzahürünü göstərdi",1
GÜN,63,65,"o bildirib ki, dünyada qanlı toqquşmalar davam edir: “bir neçə gün öncə, suriyada xeyli uşaq həyatını itirdi",1
GÜN,9,11,"Bir neçə gün davam edən isti hava birdən-birə güclü küləklər, leysan yağışlar və dolu ilə müşayiət olunan kəskin soyuq hava şəraitinə yol aça bilir",1
GÜN,3,5,"bu gün dünyanın tanıdığı, qüdrətli, güclü, demokratik, beynəlxalq aləmdə uğurlu və etibarlı tərəfdaş kimi görülən azərbaycan var",1
GÜN,3,5,Bu gün biz onların davamçılarıyıq,1
GÜN,10,12,“artıq bu gün iqtisadiyyatın bərpası üçün hansı addımları atacağımız haqqında proqram olmalıdır,1
GÜN,145,147,"Paytaxt sakinlərinin və şəhərimizin qonaqlarının sevimli istirahət yeri olan Heydər Əliyev Sarayının qarşısındakı park və Şəhər Mərkəzi Parkı bu gün öz görkəmini tam də yişib, möcüzəli gül bağına çevrilib",1
GÜN,71,73,"Bütün ərazilərdə minalar dolu, Anqolada daha 0 dəfə çoxdur, Kəsilib bu gün də hər çıxış yolu",1
GÜN,157,159,"Azərbaycanın azadlığı, müstəqilliyi, bütövlüyü uğrunda həyatlarını qurban vermiş minlərlə azərbaycanlı oğlanın və qızın dəfn olunduğu Şəhidlər xiyabanını bu gün ziyarət edəndə də mən xatirə kitabına bu sözləri yazdım",1
GÜN,53,55,"Demək, bu təklifə etiraz yoxdur ki, işçi qrupuna iki gün vaxt verək",1
GÜN,19,21,"Yeri gəlmişkən, bu gün biz danışıqlar apararkən sizin prezident Heydər Əliyev bu barədə çox yaxşı dedi ki, qarşıdurmaya səbəb olan, dünyanı parçalayan, vətəndaş [6-7] müharibələrinə gətirib çıxaran amillərdən biri də insanları xristianlara, müsəlmanlara bölmək, dinləri bir-birinə qarşı qoymaqdır",1
GÜN,53,57,"Xor uz sözündə özünü biruzə verir.Koroğlunun qir atı günəş atını bildirir.və ya günəşi çağırış mərasimlərin də Gün çıx , Gün çıx Kəhər atı min çıx Keçəl qızı evdə qoy,saçlı qızı götür qaç Ranın öz atına minərək hər gün göy qübbəsini gəzməsi",0
GÜN,60,65,", onu cəzalandıra bilər. Mətnin çağırış və mükalimə sistemi Günəşi insan cildində təsəvvür edən, onu çağıran "" Gün çıx , gün çıx"" nəğməsinin məzmunu ilə analoji uyğunluq doğurur. Bayramın bütün etnoqrafik cizgiləri Novruz",0
GÜN,82,89,"? Kim götürdü, hara düşdü? Bu on ildə nə dəyişdi? Heç nə! Sağa-sola xərclədiyimiz günlərin özü belə dəyişmədi – yenə gün çıxır , yaz gəlir, payız gedir, qış girir. Bir on il də elə beləcə keçməyəcəkmi? Nə dəyişəcək? Bəlkə ona görə elə bilirik ki,",0
